vin,model,mfg_year,fuel_type,base_kmpl
KWM2BILE,International LT,2001,Diesel,10.32
2P453ALH,Rivian EDV,2026,Hybrid,8491.02
TXAJVUDH,Western Star 5700XE,2001,Electric,4.97
S2LH456L,BYD 8TT,2008,Petrol,"17,81"
SL1YA1RY,Rivian EDV,2013,LNG,10.85
UFEL6246,Western Star 5700XE,2021,Petrol,8.99
6E9EYBTE,Blue Bird All American,2022,Electric,2.99
RZGZX1YF,Western Star 5700XE,2004,Electric,5.17
OIQ2Q4QE,Ford Transit,2023,Diesel,11.53
5ZGFCVYE,IC Bus CE Series,2004,Diesel,7.17
18A2VZPY,Peterbilt 579,2014,Electric,4.17
F5UD5B3G,Ford F-750,2009,LNG,8.0
IYGP2ZES,Chevrolet Silverado 4500HD,2025,Diesel,1326.36
HF1PW26R,Mercedes Sprinter,2014,LNG,8.53
QJX42MB3,Hyundai XCIENT,2012,Petrol,8.74
FE7EJKNK,BYD 8TT,2016,LNG,12.72
2FZTHLQ1,Arrival Van,2001,Diesel,6.94
' OR '1'='1,Hino 268,2003,CNG,11.9
H1K9QGJY,Kenworth T680,2019,CNG,15.55
921PVHOR,Peterbilt 579,2007,Hybrid,16.92
1RTSXOF3,Western Star 5700XE,2014,Petrol,7.91
1YEVYQBI,Tesla Semi,2021,Diesel,18
79QMQQXC,Tesla Semi,2020,CNG,9.26
C5825DR5,Volvo VNL,2000,Hybrid,11.17
8VC6GDDX,Isuzu NPR,2003,CNG,11.77
SB7BIOI3,Blue Bird All American,2001,Diesel,6.29
GESEKXY9,Peterbilt 579,2026,Hybrid,17.47
OT6IZSAP,BYD 8TT,2013,LNG,8.68
AFT2C4ZW,Freightliner M2,2002,Electric,3.76
OJ5FMW5C,BYD 8TT,2021,Petrol,11.98
T9F9VY,Chevrolet Silverado 4500HD,2009,LNG,10.39
S7GFM9NR,Freightliner M2,2024,LNG,11.07
MDO3XUOV,Mercedes Sprinter,2004,Petrol,16.41
4WDQNZ3W,Model XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,2019,Hybrid,16.26
H5RXZR8M,Ram ProMaster,2014,CNG,12.86
7LKBVXSM,Hyundai XCIENT,2013,Diesel,10.96
M3618LEU,Ram ProMaster,2022,Diesel,11.42
U3G130PE,Freightliner M2,2003,Diesel,6.34
DSEP5WMN,BYD 8TT,2003,CNG,11.65
  957WRJPE  , Blue Bird All American , 2000 , LNG , 11.3 
CPTTQ82Y,Volvo VNL,2008,Diesel,13.37
Z2P6040F,Ram ProMaster,2015,CNG,8.4
ZTMF9ME4,Volvo VNL,2007,Electric,5.5
V4ONQ1EK,Freightliner M2,20/22,LNG,8.45
2J7Q4KFM,Blue Bird All American,2026,Diesel,12.45
2UD9SPP2,Hyundai XCIENT,2020,Diesel,10.97
ONJPI163,Arrival Van,2008,Hybrid,13.42
A4DMS7MC,Freightliner M2,2007,Diesel,8.24
VEMBMYP8,Chevrolet Silverado 4500HD,2010,Petrol,16.65
2OT1EJEZ,Ford F-750,2014,Petrol,8.14
S0TZO8XU,Peterbilt 579,2009,Petrol,10.89
J37HJZ,Kenworth T680,2013,Electric,4.68
IM6GECR9,International LT,2019,LNG,10.55
VZOFV158,Peterbilt 579,2017,CNG,10.94
0D08UT5S,Ford Transit,2000,LNG,8.86
IE19494D,BYD 8TT,2025,Petrol,15.89
57EMX14G,Mercedes Sprinter,2026,Diesel,6.23
UEPFP39D,Western Star 5700XE,,LNG,8.07
DTB0HHZ5,Arrival Van,2005,Diesel,0
22RMXEND,Kenworth T680,2023,Hybrid,21.22
U7S0KDY8,Chevrolet Silverado 4500HD,2013,Hybrid,17.5
RSY13DAJ,Nikola Tre,2007,Electric,3.7
GG50YQL2,Ford F-750,2016,Hybrid,16.91
4561O04J,Volvo VNL,2001,LNG,12.25
QBI4MU4Q,Thomas Saf-T-Liner,2004,LNG,12.93
,Hyundai XCIENT,2001,Diesel,6.82
P1BY6VKX,Blue Bird All American,2020,LNG,9.51
1HGB/225,BYD 8TT,2025,Electric,4.93
LZKCZYH0,BYD 8TT,2002,Diesel,5.59
QXRV170H,Freightliner M2,2025,LNG,8.26
WJY8MGEF,Nikola Tre,2001,LNG,6
ERV4K38N,Arrival Van,2020,Diesel,7.12
OTZFFZQC,Freightliner M2,2021,Hybrid,10.09
XC9T3J15,IC Bus CE Series,2006,CNG,9.19
RZQL0H5Q,Mercedes Sprinter,2001,Electric,3.46
11XRPDRB,Rivian EDV,2002,Hybrid,17.77
969TRJ7O,Western Star 5700XE,2021,LNG,13.06
W7OF7XSX,International LT,2000,LNG,13.56
J62OV6B2,Freightliner M2,2009,Diesel,13.04
UOYSVKEA,Freightliner M2,2020,LNG,11.27
V0IB3840,Ford Transit,2022,Petrol,14.42
0ssbpy3k,Thomas Saf-T-Liner,2020,Petrol,8.7
N/A,Ford Transit,2025,LNG,8.21
EF8QGZBY,Hino 268,2002,Diesel,14.09
AOPOWW2C,Western Star 5700XE,2019,Petrol,15.42
HVTJA6PNTEJRV3W3,Blue Bird All American,2023,LNG,12.02
CE6LKCGF,Arrival Van,2010,Diesel,13.52
EGOHMPRS,Western Star 5700XE,2021,LNG,13.5
J7MCDB17,Nikola Tre,2014,Hydrogen,13.29
WOD31ENB,Volvo VNL,2002,Electric,5.41
337LJKBI,Isuzu NPR,2004,Electric,17.39
6DTECAFV,Thomas Saf-T-Liner,2021,Diesel,13.83
AH0FPSZF,Isuzu NPR,2007,LNG,10.85
BHPA95JE,Mack Anthem,2023,CNG,15.28
222G3XFZ,Hyundai XCIENT,,Electric,4.5
F2HZ4ZOC,International LT,2001,LNG,12.52
TGSIVHXL,Hyundai XCIENT,2018,Diesel,7.23
mm7kb6jn,Thomas Saf-T-Liner,2007,CNG,15.65
W31D6K6Q,Hyundai XCIENT,2013,LNG,10.61
QDFC42VG,Ford F-750,2010,Electric,2.64
BUPCUO7I,Isuzu NPR,2007,CNG,15.13
0V2C4HWS,Volvo VNL,2017,Hybrid,18.63
MHN5O4I4,Western Star 5700XE,2012,Electric,4.35
K8P4Q0B8,Isuzu NPR,2020,Diesel,5.69
zbaswgu6,Kenworth T680,2026,Diesel,9.93
2M2XIPRT,Tesla Semi,2017,Electric,5.37
PTTYZTIE,Nikola Tre,2004,CNG,12.68
N3RBPAOW,Volvo VNL,2005,LNG,12.7
MAJKDPHJ,Freightliner M2,2011,Diesel,9.58
JSE17QUA,Chevrolet Silverado 4500HD,2007,Petrol,15.66
E6PSRB6Y,Hino 268,2016,Electric,5.71
8NJF0PKB,Thomas Saf-T-Liner,2022,LNG,13.16
S8D6PVN1,Ram ProMaster,2018,Petrol,9.96
KA744D18,Hino 268,2006,Electric,4.07
VUVO9GB1,Hyundai XCIENT,2026,Hybrid,10.16
GRM1X1ME,Freightliner M2,2021,Petrol,10.66021811
4O4SNYRD,BYD 8TT 中国,2008,CNG,8.28
RKY8RAQU,Peterbilt 579,2020,Hybrid,11.76
LO8YVZXA,Volvo VNL,2015,Electric,2.94
JIYLQX1U,Blue Bird All American,2022,LNG,13.07
PX0TPBRW,Ford F-750,2002,Electric,4.92
XCF725PJ,Nikola Tre,2015,Electric,4.69
WI6R6L1F,Chevrolet Silverado 4500HD,2003,CNG,10.25
18U3FLDP,Isuzu NPR,2026,Hybrid,20.59
AW,Kenworth T680,2017,LNG,10.44
JLTSJ9OL,Nikola Tré,2024,Hybrid,17.52
DU19ZLNH,Thomas Saf-T-Liner,2017,Electric,"18,07"
CU1W3BQ8,Rivian EDV,2021,CNG,9.53
KJ49YQMI,Hino 268,2018,CNG,8.02
YYYYYYYY,Rivian EDV,2006,Petrol,7.57
3TSAMV0V,Hino 268,2002,Diesel,10.98
A523CC42,IC Bus CE Series,2024,LNG,10.74
A9DLWCBE,Kenworth T680,2023,CNG,8.73
HULQ0BNP,Rivian EDV,2010,Petrol,7.59
4J1OF25S,BYD 8TT,2013,Electric,3.96
00000000,Kenworth T680,2013,Diesel,6.22
1TSV7KVL,Mercedes Sprinter,2024,LNG,8.52
0A94XFRI,Rivian EDV,2013,Electric,3.76
TRFZTHZC,,2011,Hybrid,21.85
Q44DVVPG,Volvo VNL,2007,Electric,5.84
F9W5N9C7,Ford F-750,2013,CNG,11.21
S13VJUXE,Kenworth T680,2020,CNG,9.1
SC6XSGAF,Kenworth T680,2004,Electric,3.87
XNF29KWF,Hino 268,2012,Electric,4.43
60ATH9KP,Freightliner M2,2009,LNG,10.52
H7M35IXO,Hino 268,2002,LNG,13.77
TSD3QCTP,BYD 8TT,2012,Diesel,8.67
2L6OPRKV,Mercedes Sprinter,2008,Hybrid,18.31
026TDOWW,International LT,2023,CNG,8.69
4GB0MUUG,Mack Anthem,2011,CNG,15.41
TG2TMO4O,Kenworth T680,2023,Diesel,9.89
NF81YBM6,Chevrolet Silverado 4500HD,2010,Hybrid,11.09
G3RXOKPI,International LT,2017,Diesel,10.57
BX2VPZPX,Ram ProMaster,2014,Electric,5.75
39UG5XTW,Western Star 5700XE,2021,Electric,5.1
GJVXJZTL,BYD 8TT,2018,LNG,8.45
VE22EM9M,Isuzu NPR,2019,CNG,13.84
G1U858YT,Hino 268,2025,LNG,7.36
FSVVSGS1,Western Star 5700XE,2008,Diesel,11.34
Y1VO4WQX,Hino 268,2001,Petrol,6.34
ATOMFFK4,Hyundai XCIENT,2009,CNG,9.28
BQJW3E1A,Tesla Semi,2002,CNG,11.28
N/A,International LT,2005,Hybrid,10.83
O3FO22ZJ,Ford Transit,2015,Hybrid,17.28
6ZEBCVF6,Mack Anthem,2003,Hybrid,14.82
G3MXAG8A,Thomas Saf-T-Liner,2043,Hybrid,20.23
EFFH8AOY,Mack Anthem,2015,Petrol,10.16
6KF4I9Z7,Arrival Van,2007,LNG,8.11
F5L25R1O,Isuzu NPR,2002,Electric,5.46
2ZXL7KO6,Tesla Semi,2006,CNG,15.16
K3RE8HCX,Western Star 5700XE,2007,Petrol,9.84
70CHQI01,Thomas Saf-T-Liner,2013,Diesel,8.19
IN6P4GBX,Arrival Van,2017,LNG,7.47
1adarzy1,Mercedes Sprinter,2018,LNG,10.94
NQZVA1KD,Tesla Semi,2012,Electric,22.61
8LZ8CV2A,Nikola Tre,2013,LNG,13.94
TJBBQ4OX,BYD 8TT,2006,LNG,13.77
URUIF70D,Ford Transit,2011,CNG,11.9
H4AH5KTA,Ford Transit,2022,Diesel,10.28
E83SNOU7,"Freightliner M2, Heavy Duty",2019,Hybrid,15.5
LTD3YG35,Freightliner M2,2025,Diesel,13.02
FAHV5T3V,Ford Transit,2011,CNG,14.93
NTKMMA7Q,Mack Anthem,2013,Diesel,10.14
N0JXPPU8,Freightliner M2,2021,Hybrid,21.07
LA12N4A,Hyundai XCIENT,2011,Petrol,13.14
IQFG7TTN,Mack Anthem,2006,CNG,14.77
2UNZVZ8A,Mack Anthem,2025,CNG,14.52
8S1KYJ4V,Ford F-750,2015,Petrol,15.34
GE0UTX7R,BYD 8TT,2003,Diesel,9.25
TZOYTN73,Thomas Saf-T-Liner,2007,Petrol,10.53
GMNHIE9E,Peterbilt 579,2016,CNG,9.09
24TIGF3F,Ford F-750,-173,CNG,14.12
F82F17PV,Mack Anthem,2021,CNG,0
3X1OFPYM,Chevrolet Silverado 4500HD,2006,Petrol,9.41
GCZ4KSS2,Kenworth T680,2025,Electric,5.33
DBNL7NFP,Peterbilt 579,2004,Electric,5.53
0BTA09RU,Mercedes Sprinter,2001,Diesel,11.88
RHGR8CP1,Arrival Van,2005,Diesel,14.66
MRUXVT3O,Thomas Saf-T-Liner,2000,CNG,11.75
XQNATAVL,Hino 268,2004,CNG,11.38
0YE90LP4,Rivian EDV,2018,LNG,9.05
9SRUCEUB,Chevrolet Silverado 4500HD,2014,Diesel,10.97
AMWZW8H4,Hyundai XCIENT,2000,Electric,3.65
S3XFM53V,IC Bus CE Series,2008,CNG,12
28AB5KQ0,Ford F-750,2018,Hybrid,19.2
7S34876K,Mack Anthem,2005,Petrol,15.09
D4TQG1Z2,Isuzu NPR,2000,LNG,8.36
AZPOO8A8,IC Bus CE Series,2021,Electric,5.53
UY5LV92B,Peterbilt 579,2019,Diesel,6.35
QI0XEJ01,Ford F-750,2014,Diesel,17
QEBWUWQH,Peterbilt 579,2021,Petrol,10.58
OPRBTOUX,International LT,2001,Hybrid,14.63
3M19QEMD,Kenworth T680,2024,Hybrid,20.41
9AX5ZWF6,Ford F-750,2008,LNG,8.71
2U33FNSG,Arrival Van,2012,Diesel,8.09
O0KXI49D,Freightliner M2,2005,LNG,7.5
TXZA43HO,Chevrolet Silverado 4500HD,2003,Petrol,7.06
OUBOFKTY,Nikola Tre,2015,Diesel,8.16
5YTY4FY8,Hyundai XCIENT,2015,Hybrid,-15.24
97ORP8QA,Chevrolet Silverado 4500HD,2026,LNG,12.55
IRQBCWDO,Nikola Tre,2023,Electric,-4.07
9UHEXD63,Ford F-750,2021,Hybrid,20.79
AW7LW580,Arrival Van,2014,LNG,8.63
XFYJUQJB,Ford F-750,2011,LNG,NULL
DXF3L7JN,Volvo VNL,2006,Hybrid,17.99
S4P845WR,Arrival Van,2018,Diesel,9.29
SA11CZG5,Arrival Van,2004,Electric,3.85
77o3b935,Mercedes Sprinter,2012,LNG,10.09
K19DCL,Thomas Saf-T-Liner,2000,LNG,11.33
OX9R00JR,Chevrolet Silverado 4500HD,2009,Hybrid,18.94
68NTK63N,Ram ProMaster,2014,Diesel,9.87
MXFNTNA5,Freightliner M2,2015,Petrol,15.52
MMMMMMMM,IC Bus CE Series,2018,Hybrid,12.24
N/A,Tesla Semi,2003,LNG,10.74
SYW05ITJ,Chevrolet Silverado 4500HD,2000,Petrol,11.2
EVNVMMKV,Kenworth T680,2023,CNG,15.44
UM330BOQ,Volvo VNL,2014,CNG,14.32
GRX6A990,Volvo VNL,2012,Diesel,10.02
BHYZ1OV5,BYD 8TT,2011,CNG,13.16
R9B8O0XU,Chevrolet Silverado 4500HD,2019,Diesel,13.14
70P2LR52,Western Star 5700XE,2025,Hybrid,16.85
OKVNCA1P,Hino 268,2026,LNG,10.41
AW7JL1ZVI8JL8,Volvo VNL,2017,Hybrid,18.36
YKTMJ1EU,Mercedes Sprinter,2004,LNG,9.87
NPHM6B7J,Peterbilt 579,2024,Diesel,12.91
NYNG5FM8,Ram ProMaster,2019,Diesel,5.46
WJ8B01LP,IC Bus CE Series,2025,CNG,14.46
QD7IX5NX,Thomas Saf-T-Liner,2003,Petrol,13.79
RKHGBAMM,BYD 8TT,2011,Electric,3.68
0CORUH2I,Hino 268,2004,Hybrid,17.37
YZALO45E,Ford Transit,2008,Hybrid,14.6
VG8ON5EQ,Kenworth T680,2011,Hybrid,10.34
Z1C5MNJO,Ram ProMaster,2015,Hybrid,17.43
FC5EDIR5,Tesla Semi,2021,LNG,12.87
VB3J41Y2,Hyundai XCIENT,2007,Electric,5.62
1NMT3ZWW,Volvo VNL,2010,Electric,3.03
00M6Z3VS,Western Star 5700XE,2026,Hybrid,0
P8HKAZQL,Chevrolet Silverado 4500HD,2025,Diesel,5.3
UN88W2UG,Freightliner M2,2032,CNG,9.47
G4IN18U0,Kenworth T680,2021,LNG,10.6
P03KSGSR,Freightliner M2,2015,Diesel,14.12
NN75JFM6,Freightliner M2,2013,Hybrid,12.67
H5M,Ram ProMaster,2019,Diesel,7.15
0A50LTTE,Kenworth T680,2019,Diesel,9.74
3M746WBT,Tesla Semi,2012,Petrol,6.43
ALNGL8TV,International LT,2007,CNG,12.51
TNOXUH9J,Hino 268,2009,Electric,1043.06
S9GN02LY,IC Bus CE Series,2012,Petrol,7.84
3WKWMS6F,Kenworth T680,2005,LNG,13.05
2GGQ73JW,Freightliner M2,2000,Diesel,0
MRFEL8FU,Arrival Van,2012,LNG,7.25
IJIKOXSK,IC Bus CE Series,2003,LNG,13.46
J0I6MQAM,Hino 268,2020,Electric,inf
C97K8341,Nikola Tre,2008,Petrol,16.08
B69DJ5PI,Freightliner M2,2008,CNG,15
VDT16LXW,Peterbilt 579,2006,LNG,7.04
POWJW66Y,Blue Bird All American,2007,Diesel,9.7
752A97PN,International LT,2015,Petrol,8.77
4OIQA3TA,Volvo VNL,2009,Diesel,7.11
YFPMVXPJ,Ford F-750,2006,Petrol,17.99
Y2L1JR2K,Arrival Van,2025,Hybrid,12.51
DF272X6O,Western Star 5700XE,2000,Petrol,20
BA0ZYE8N,International LT,2011,Electric,5.34
2TUNF3OB,Kenworth T680,2000,Diesel,10.62
DC4UVUW3,Mercedes Sprinter,2013,Hybrid,16.94
PZL99UJ6,Ram ProMaster,2019,Electric,2.6
C0NBH70R,Rivian EDV,2012,Electric,3.29
KG96QXA2,Hyundai XCIENT,2013,CNG,10.41
  DTJ7XCGF  , Thomas Saf-T-Liner , 2026 , Diesel , 6.05 
S7FX2ILC,Thomas Saf-T-Liner,2020,CNG,11.09
AK55ZX6B,Ford Transit,2022,Diesel,7.97
EOXKJ97I,Ford F-750,2000,Diesel,9.92
40XK3036,Blue Bird All American,2024,Electric,5.35
7I6YXV2M,Peterbilt 579,2002,LNG,9.86
T5XRPTPK,Thomas Saf-T-Liner,2025,Diesel,-16.98
QOAGSUSM,Peterbilt 579,2025,LNG,10.59
ICH77WRM,Blue Bird All American,2000,Petrol,15.51
2RWGWAJ1,International LT,2018,LNG,12.35
1RN22R7B,Thomas Saf-T-Liner,2005,Diesel,7.66
32X0DVNP,Peterbilt 579,2013,CNG,12.63
CPPOCBDM,Ford Transit,2006,Hybrid,19.8
QZUKOYWF,Volvo VNL,2007,Hybrid,16.14
CM97D6GD,Volvo VNL,2013,LNG,10.93
GVOHH0XM,Rivian EDV,2011,LNG,9.96
V6N0AYPI,Volvo VNL,2010,Hybrid,-6.35
FFFFFFFF,Volvo VNL,2000,CNG,13.37
7920F1P0,Ram ProMaster,2023,Hybrid,-inf
IZ74RDPU,Arrival Van,2007,CNG,14.07
DRIF3ZON,Ram ProMaster,2006,Hybrid,21.87
FTJBQV7M,"Volvo
VNL",2015,Petrol,15.88
6IJQADH9,International LT,2023,Petrol,6.17
TJBLQ61M,Ram ProMaster,2026,Diesel,12.73
838B5IH7,Ford F-750,2026,Hybrid,17.11
CFG7P4C3,Mercedes Sprinter,2009,Diesel,5.16
6T8KNZK6,Ford F-750,2010,Petrol,6.75
HX3NE0ZB,Rivian EDV,,Diesel,10.29
G0ZV1RBP,NULL,2019,LNG,12.04
1HGB	225,Hino 268,2003,CNG,14.2
1HGB/225,Hino 268,2017,CNG,15.27
XF5THA2Z,BYD 8TT,2002,LNG,10.12
U0D7FSG0,Tesla Semi,2009,Diesel,14.68
VW3KVESU,Volvo VNL,2017,Diesel,9.9
4ZYK2PBC,Hino 268,2005,Petrol,12.74
IJEJMS73,Kenworth T680,2020,Diesel,12.37
ZZOUV614,Rivian EDV,2017,Petrol,14.72
  MTW9YX42  , International LT , 2007 , Petrol , 9.91 
nxzdksej,Arrival Van,2013,Petrol,15.93
TCE9SB5M,Volvo VNL,2000,Electric,5.01
006IWP0E,IC Bus CE Series,2002,LNG,12.42
GXAXXEC7,Isuzu NPR,2026,Diesel,10.4
S7AUIGJD,Thomas Saf-T-Liner,2021,Hybrid,11.76
FKP8URJD,Blue Bird All American,2020,CNG,14.77
7TBH6GO7,Mack Anthem,2001,LNG,13.01
UPQTRW09,"Freightliner M2, Heavy Duty",2015,Electric,5.67
O7BHOKD1,Ford Transit,2014,CNG,8.88
HRAFB55Z,Mack Anthem,2007,CNG,11.19
BP8B1VFO,International LT,2005,CNG,13.86
LH9P89FK,Volvo VNL,2007,Hybrid,20.77
4Y2MGBNC,Thomas Saf-T-Liner,2019,CNG,11.81
ZXOZWWBD,IC Bus CE Series,2016,Hybrid,12.35
ENWMLJ0Z,Rivian EDV,2025,Diesel,-Infinity
YP6E9KGY,Tesla Semi,2020,Hybrid,17.38
  Z6VOVBPW  , Kenworth T680 , 2008 , CNG , 9.16 
3ov5y3bd,Volvo VNL,2019,Diesel,14.41
OTS98IZ3,Nikola Tre,2007,Diesel,14.55
JJCHT8LH,Hino 268,2016,Diesel,12.51
7WONB7XC,1395,2022,Hybrid,10.3
NE1D6ZNA,Blue Bird All American,2023,Diesel,12.66
Y7MXA8A2,Kenworth T680,2019,Diesel,10.22
3F2F3HYC,Thomas Saf-T-Liner,2003,Hybrid,21.89
DH2KKI2B,Volvo VNL,2006,CNG,13.0
N/A,Hyundai XCIENT,2024,Hybrid,13.03
EOX3AKV6,Freightliner M2,2022,Hybrid,13.74
48NYSJ5Y,BYD 8TT,2020,Electric,2.7
5U2486D4,Isuzu NPR,2009,Electric,5.23
MMMMMMMM,Thomas Saf-T-Liner,2007,Diesel,7.38
,Peterbilt 579,2010,LNG,9.07
NGO4XMGA,Rivian EDV,2010,Petrol,nan
KJG8JO2V,Mercedes Sprinter,2017,LNG,7.58
OPTFOWZG,Nikola Tre,2024,Diesel,8.83
U5DSJNCT,International LT,2010,Hybrid,16.47
X2BK26BO,Arrival Van,2019,Diesel,14.91
VWTF9AZJ,Mack Anthem,2020,Petrol,16.46
  PU0T0M96  , Ford F-750 , 2022 , CNG , 13.95 
N0DSG2QF,Thomas Saf-T-Liner,2026,Hybrid,14.94
T1AFDTOH,Ford Transit,2021,Hybrid,14.52
S604CKOY,Thomas Saf-T-Liner,2015,Hybrid,14.89
SFU0V9L1,Ford Transit,2008,Hybrid,20.84
JFW8WU3J,IC Bus CE Series,2009,Hybrid,10.67
ROCZQ1FZ,Hyundai XCIENT,2014,Electric,3.03
WQAODZ8M,Peterbilt 579,2001,CNG,11.95
JNPAXXHZ,Rivian EDV,2020,LNG,9.44
MOXJCBX9,Peterbilt 579,2012,CNG,13.0
KL3ER9OM,Tesla Semi,2013,CNG,12.19
8A7PJS9B,Kenworth T680,2023,Electric,4.39
IKEL1V80,Isuzu NPR,NULL,CNG,12.13
6BUWNBB2,Model XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,2010,CNG,9.41
F05VWOP4,Arrival Van,2000,Petrol,12.74
SCRV3HON,Isuzu NPR,2012,LNG,11.56
9HBPIW4T,BYD 8TT,2002,lng,17.53
,Mack Anthem,2017,Hybrid,20.18
NOXYPCZ8,Tesla Semi,2003,CNG,8.51
T0VZKZDN,Kenworth T680,2008,ELECTRIC,18.39
Q5P52DWH,Rivian EDV,2000,Petrol,11.9
0ORVXBPR,International LT,2003,CNG,12.63
VAA39GM2,Hino 268,2005,Electric,3.87
73QW522H,Ford Transit,2007,Hybrid,21.89
MGPSSEWJ,Peterbilt 579,N/A,Petrol,10.0
IKFM35VJ,Ram ProMaster,2014,LNG,12.26
8WB8P8HN,Freightliner M2,2015,Petrol,9.84
  UN3OCYAP  , Hyundai XCIENT , 2013 , Hybrid , 10.8 
49II3GT6,Hyundai XCIENT,2022,Hybrid,12.49
ZJ9ZMG9L,Arrival Van,2011,Electric,3.75
J5BNFORP,Blue Bird All American,2019,Diesel,8.94
8SY7P1ZS,Kenworth T680,2002,Diesel,8.38
AELYYZZ0,Hino 268,2002,CNG,8.76
K2U4AVPM,Arrival Van,2018,CNG,14.98
4C9LI03G,Peterbilt 579,2016,Petrol,8.81
S0KCW8Q6,Hino 268,2002,Hybrid,16.92
,,,,
D740988Y,Peterbilt 579,2009,Hybrid,15.58
IHCGU93S,Ford Transit,2025,Hybrid,16.5
EXWPR2MR,Kenworth T680,2014,Hybrid,20.82
7S9BU1DG,Mack Anthem,2002,LNG,8.82
T0KG6UMH,Western Star 5700XE,2022,Petrol,6.41
81ZBW3YD,IC Bus CE Series,2020,CNG,9.12
V1UC8EAN,Ford Transit,2014,LNG,12.3
RQJ6FF4Y,Mack Anthem,2020,CNG,8.86
AA2TBABA,Kenworth T680,2010,Petrol,8.96
5i9hjb2d,IC Bus CE Series,2009,CNG,10.18
Q8N8077X,Freightliner M2,2017,LNG,11.13
0UC87NXP,Hyundai XCIENT,2008,Electric,3.0
' OR '1'='1,Freightliner M2,2007,Hybrid,11.88
Y7ZJC7R1,Mercedes Sprinter,2000,LNG,9.77
FRCKQH3E,Ford Transit,2009,Hybrid,10.06
YKZ1GWJI,Blue Bird All American,2020,Diesel,8.81
IUNIDI40,Hino 268,2023,Hybrid,20.5
ajb9klem,Kenworth T680,2005,Petrol,6.96
4FV0UKX5,Kenworth T680,2019,Hybrid,18.38
EIRHRLNF,Freightliner M2,2012,CNG,9.46
SJ2JGWMZ,Blue Bird All American,2010,CNG,14.71
BGTWXSAB,Blue Bird All American,2001,3,12.55
FPS4V32P,Ford Transit,2025,Hybrid,18.74
MH78DIQK,IC Bus CE Series,2002,Diesel,9.31
YWK2RWBO,Kenworth T680,2018,3,17.89
JL86FZ47,Freightliner M2,2015,LNG,13.95
JUQBL3O1C74FW,Volvo VNL,2006,CNG,8.24
2AJBJ19U,Volvo VNL,2008,CNG,14.59
A0FNZ28Q,BYD 8TT,2007,Hybrid,13.31
K179YIXM,Western Star 5700XE,2019,Petrol,13.01
S8F093FL,International LT,2004,Petrol,13.67
9EMT0AZ4,Western Star 5700XE,2002,CNG,9.04
PLMVK5SG,Kenworth T680,2016,Hybrid,16.2
KWIYL1CF,"Freightliner M2, Heavy Duty",2002,CNG,9.5
A0KAH6UK,BYD 8TT,2018,CNG,15.52
QL208PRN,International LT,2013,Petrol,14.05
NJEW273T,Nikola Tre,2020,LNG,12.46
ZF234N36,Mack Anthem,2022,LNG,10.72
76T49O7D,Chevrolet Silverado 4500HD,2008,Electric,3.03
380UKBH3,International LT,2026,Electric,3.51
MP7YC8S5,Arrival Van,2026,Electric,2.93
   ,	, ,  , 
XKH7YDH9,Rivian EDV,2010,Electric,3.66
2E3UT67F,Isuzu NPR,2019,Electric,3.69
WOFKF07K,BYD 8TT,2018,Petrol,10.47
3U93A375,Hino 268,2005,Petrol,7.96
8WRZBFNZ,Ford Transit,2001,LNG,7.83
BMQW8EVR,Volvo VNL,2019,CNG,13.86
W6XXXREA,Hyundai XCIENT,2022,Petrol,17.32
E9SYXAHU,BYD 8TT,2023,Electric,4.45
8230LWF9,Ram ProMaster,2007,Petrol,15.7
41,Western Star 5700XE,2005,LNG,10.12
R9RAPPFS,Isuzu NPR,2021,Petrol,13.09
PVAIHALF,,2005,CNG,12.4
BKUPCAXP,Freightliner M2,2004,Petrol,6.76
XE7LV2UP,Blue Bird All American,2009,Petrol,14.59
0UR5L8A7,Peterbilt 579,2023,Electric,6.0
8QSZRX0Z,Mack Anthem,2026,Petrol,10.77
BGJM5CGH,Thomas Saf-T-Liner,NULL,LNG,13.39
JJJJJJJJ,Western Star 5700XE,2002,CNG,12.22
PPVBQANX,Rivian EDV,2025,LNG,9.31
57CPLEXA,Rivian EDV,2007,Petrol,10.62
CLQ7DAEE,Nikola Tre,2026,Hybrid,21.09
A6LXVHY8,Western Star 5700XE,2012,LNG,12.39
4AQC7OZG,Volvo VNL,2016,Petrol,6.35
X4Q1QA95,Hyundai XCIENT,2022,Petrol,14.71
5G5FJD5M,Volvo VNL,2004,Electric,3.34
VBCH0Z31,BYD 8TT,2007,DIESEL,23.71
KUPFKQWD,Nikola Tre,2002,CNG,11.43
VTPSBDFD,Volvo VNL,2011, CNG,3.29
